Service,Event Names,Description
emr,AddJobFlowSteps,"<p>AddJobFlowSteps adds new steps to a running cluster. A maximum of 256 steps are allowed in each job flow.</p> <p>If your cluster is long-running (such as a Hive data warehouse) or complex, you may require more than 256 steps to process your data. You can bypass the 256-step limitation in various ways, including using SSH to connect to the master node and submitting queries directly to the software running on the master node, such as Hive and Hadoop. For more information on how to do this, see <a href=https://docs.aws.amazon.com/emr/latest/ManagementGuide/AddMoreThan256Steps.html"">Add More than 256 Steps to a Cluster</a> in the <i>Amazon EMR Management Guide</i>.</p> <p>A step specifies the location of a JAR file stored either on the master node of the cluster or in Amazon S3. Each step is performed by the main function of the main class of the JAR file. The main class can be specified either in the manifest of the JAR or by using the MainFunction parameter of the step.</p> <p>Amazon EMR executes each step in the order listed. For a step to be considered complete  the main function must exit with a zero exit code and all Hadoop jobs started while the step was running must have completed and run successfully.</p> <p>You can only add steps to a cluster that is in one of the following states: STARTING  BOOTSTRAPPING  RUNNING  or WAITING.</p>"""
emr,AddTags,"<p>Adds tags to an Amazon EMR resource, such as a cluster or an Amazon EMR Studio. Tags make it easier to associate resources in various ways, such as grouping clusters to track your Amazon EMR resource allocation costs. For more information, see <a href=https://docs.aws.amazon.com/emr/latest/ManagementGuide/emr-plan-tags.html"">Tag Clusters</a>. </p>"""
emr,CancelSteps,"<p>Cancels a pending step or steps in a running cluster. Available only in Amazon EMR versions 4.8.0 and later, excluding version 5.0.0. A maximum of 256 steps are allowed in each CancelSteps request. CancelSteps is idempotent but asynchronous; it does not guarantee that a step will be canceled, even if the request is successfully submitted. When you use Amazon EMR versions 5.28.0 and later, you can cancel steps that are in a <code>PENDING</code> or <code>RUNNING</code> state. In earlier versions of Amazon EMR, you can only cancel steps that are in a <code>PENDING</code> state. </p>"
emr,CreateSecurityConfiguration,"<p>Creates a security configuration, which is stored in the service and can be specified when a cluster is created.</p>"
emr,CreateStudio,<p>Creates a new Amazon EMR Studio.</p>
emr,CreateStudioSessionMapping,
emr,DeleteSecurityConfiguration,<p>Deletes a security configuration.</p>
emr,DeleteStudio,
emr,DeleteStudioSessionMapping,
emr,DescribeCluster,"<p>Provides cluster-level details including status, hardware and software configuration, VPC settings, and so on.</p>"
emr,DescribeJobFlows,"<p>This API is no longer supported and will eventually be removed. We recommend you use <a>ListClusters</a>, <a>DescribeCluster</a>, <a>ListSteps</a>, <a>ListInstanceGroups</a> and <a>ListBootstrapActions</a> instead.</p> <p>DescribeJobFlows returns a list of job flows that match all of the supplied parameters. The parameters can include a list of job flow IDs, job flow states, and restrictions on job flow creation date and time.</p> <p>Regardless of supplied parameters, only job flows created within the last two months are returned.</p> <p>If no parameters are supplied, then job flows matching either of the following criteria are returned:</p> <ul> <li> <p>Job flows created and completed in the last two weeks</p> </li> <li> <p> Job flows created within the last two months that are in one of the following states: <code>RUNNING</code>, <code>WAITING</code>, <code>SHUTTING_DOWN</code>, <code>STARTING</code> </p> </li> </ul> <p>Amazon EMR can return a maximum of 512 job flow descriptions.</p>"
emr,DescribeNotebookExecution,<p>Provides details of a notebook execution.</p>
emr,DescribeReleaseLabel,"<p>Provides EMR release label details, such as releases available the region where the API request is run, and the available applications for a specific EMR release label. Can also list EMR release versions that support a specified version of Spark.</p>"
emr,DescribeSecurityConfiguration,<p>Provides the details of a security configuration by returning the configuration JSON.</p>
emr,DescribeStep,<p>Provides more detail about the cluster step.</p>
emr,DescribeStudio,"<p>Returns details for the specified Amazon EMR Studio including ID, Name, VPC, Studio access URL, and so on.</p>"
emr,GetAutoTerminationPolicy,<p>Returns the auto-termination policy for an Amazon EMR cluster.</p>
emr,GetBlockPublicAccessConfiguration,"<p>Returns the Amazon EMR block public access configuration for your Amazon Web Services account in the current Region. For more information see <a href=https://docs.aws.amazon.com/emr/latest/ManagementGuide/configure-block-public-access.html"">Configure Block Public Access for Amazon EMR</a> in the <i>Amazon EMR Management Guide</i>.</p>"""
emr,GetManagedScalingPolicy,<p>Fetches the attached managed scaling policy for an Amazon EMR cluster. </p>
emr,GetStudioSessionMapping,<p>Fetches mapping details for the specified Amazon EMR Studio and identity (user or group).</p>
emr,ListBootstrapActions,<p>Provides information about the bootstrap actions associated with a cluster.</p>
emr,ListClusters,"<p>Provides the status of all clusters visible to this Amazon Web Services account. Allows you to filter the list of clusters based on certain criteria; for example, filtering by cluster creation date and time or by status. This call returns a maximum of 50 clusters in unsorted order per call, but returns a marker to track the paging of the cluster list across multiple ListClusters calls.</p>"
emr,ListInstanceFleets,"<p>Lists all available details about the instance fleets in a cluster.</p> <note> <p>The instance fleet configuration is available only in Amazon EMR versions 4.8.0 and later, excluding 5.0.x versions.</p> </note>"
emr,ListInstanceGroups,<p>Provides all available details about the instance groups in a cluster.</p>
emr,ListInstances,"<p>Provides information for all active EC2 instances and EC2 instances terminated in the last 30 days, up to a maximum of 2,000. EC2 instances in any of the following states are considered active: AWAITING_FULFILLMENT, PROVISIONING, BOOTSTRAPPING, RUNNING.</p>"
emr,ListNotebookExecutions,"<p>Provides summaries of all notebook executions. You can filter the list based on multiple criteria such as status, time range, and editor id. Returns a maximum of 50 notebook executions and a marker to track the paging of a longer notebook execution list across multiple <code>ListNotebookExecution</code> calls.</p>"
emr,ListReleaseLabels,<p>Retrieves release labels of EMR services in the region where the API is called.</p>
emr,ListSecurityConfigurations,"<p>Lists all the security configurations visible to this account, providing their creation dates and times, and their names. This call returns a maximum of 50 clusters per call, but returns a marker to track the paging of the cluster list across multiple ListSecurityConfigurations calls.</p>"
emr,ListSteps,"<p>Provides a list of steps for the cluster in reverse order unless you specify <code>stepIds</code> with the request or filter by <code>StepStates</code>. You can specify a maximum of 10 <code>stepIDs</code>. The CLI automatically paginates results to return a list greater than 50 steps. To return more than 50 steps using the CLI, specify a <code>Marker</code>, which is a pagination token that indicates the next set of steps to retrieve.</p>"
emr,ListStudioSessionMappings,<p>Returns a list of all user or group session mappings for the Amazon EMR Studio specified by <code>StudioId</code>.</p>
emr,ListStudios,"<p>Returns a list of all Amazon EMR Studios associated with the Amazon Web Services account. The list includes details such as ID, Studio Access URL, and creation time for each Studio.</p>"
emr,ModifyCluster,<p>Modifies the number of steps that can be executed concurrently for the cluster specified using ClusterID.</p>
emr,ModifyInstanceFleet,
